gene	GFP_rep1	GFP_rep2	GFP_rep3	WT_rep1	WT_rep2	WT_rep3	DA_rep1	DA_rep2	DA_rep3
ENSG00000163915	0	0	0	3	1	1	2	2	1
ENSG00000163918	615	441	430	825	877	762	1209	1537	1763
ENSG00000163923	49	48	28	92	82	50	125	139	107
ENSG00000163930	474	384	374	696	762	793	1241	1413	1614
ENSG00000163931	1158	895	715	1055	1107	1164	1982	2339	2361
ENSG00000163932	86	67	50	115	114	114	189	233	247
ENSG00000163933	160	137	140	281	298	251	397	479	484
ENSG00000163935	137	103	140	225	226	222	313	414	464
ENSG00000163938	2228	1777	1747	4490	4664	4047	5341	7476	7776
ENSG00000163939	1324	1158	1273	2109	2471	2337	2991	4207	4361
ENSG00000163945	60	43	49	110	123	107	175	200	207
ENSG00000163946	1472	1189	1323	2573	3206	2722	3364	4995	5092
ENSG00000163947	102	79	97	163	174	176	341	375	472
ENSG00000163950	954	835	759	1420	1507	1423	2200	2787	3235
ENSG00000163956	390	330	355	616	889	967	1210	1354	1499
ENSG00000163958	0	1	0	0	0	0	0	1	0
ENSG00000163959	1	3	0	0	3	2	1	2	2
ENSG00000163960	1020	826	941	1839	2001	1758	2425	3266	3457
ENSG00000163961	424	364	354	784	897	799	1086	1440	1499
ENSG00000163964	198	185	167	362	396	368	434	607	646
ENSG00000163975	22	11	17	36	38	47	42	56	68
ENSG00000163982	0	0	0	0	0	0	0	0	0
ENSG00000163993	1	0	0	1	0	0	0	1	2
ENSG00000163995	5	5	4	9	7	9	11	21	20
ENSG00000164002	133	88	102	229	208	187	294	375	400
ENSG00000164007	0	0	0	0	1	1	1	3	1
ENSG00000164008	33	35	37	81	101	72	113	149	156
ENSG00000164010	26	21	26	40	32	34	63	56	88
ENSG00000164011	46	21	45	87	81	79	148	131	163
ENSG00000164022	672	706	767	1509	1634	1418	1780	2639	2556
ENSG00000164023	187	170	151	381	377	304	495	629	576
ENSG00000164024	566	430	393	957	1030	904	1473	1837	1846
ENSG00000164031	493	331	345	819	1009	721	915	1336	1258
ENSG00000164032	1608	1158	1336	3162	3194	2197	4061	4632	4511
ENSG00000164035	0	0	0	2	0	0	1	0	2
ENSG00000164037	3	6	5	18	7	20	23	20	25
ENSG00000164038	92	63	112	182	208	159	285	399	397
ENSG00000164039	70	68	75	148	228	132	207	305	330
ENSG00000164040	569	517	494	882	1162	1117	1167	1695	1719
ENSG00000164045	992	797	828	1501	1732	1405	2370	2984	3336
ENSG00000164047	0	0	0	0	2	0	0	0	0
ENSG00000164048	353	260	345	610	721	632	938	1209	1339
ENSG00000164049	5	3	2	7	11	6	7	9	7
ENSG00000164050	24	13	17	32	30	26	55	68	65
ENSG00000164051	83	55	75	120	100	122	190	226	272
ENSG00000164053	102	92	75	152	197	166	219	282	237
ENSG00000164054	71	56	67	128	123	131	228	251	198
ENSG00000164056	150	151	132	305	236	225	598	518	556
ENSG00000164061	65	41	48	98	104	91	173	182	161
ENSG00000164062	203	156	163	205	227	241	435	442	497
ENSG00000164066	487	356	454	1037	1015	999	1467	1830	1808
ENSG00000164068	59	23	51	80	56	55	97	103	128
ENSG00000164070	1348	1178	1201	2028	2293	1921	2461	3772	3678
ENSG00000164073	195	160	159	472	446	367	533	769	760
ENSG00000164074	192	125	135	280	362	277	382	531	554
ENSG00000164076	14	6	19	39	26	27	65	50	71
ENSG00000164077	36	23	23	53	54	41	100	111	99
ENSG00000164078	1	0	0	2	2	3	2	10	3
ENSG00000164080	583	400	549	1058	979	945	1692	1969	2099
ENSG00000164081	81	45	63	142	128	128	243	222	236
ENSG00000164082	1	2	0	10	2	5	8	6	9
ENSG00000164086	112	84	92	167	200	184	261	318	375
ENSG00000164087	63	42	41	67	72	84	128	105	161
ENSG00000164088	11	12	5	39	24	17	54	43	52
ENSG00000164089	13	22	20	36	48	54	63	87	83
ENSG00000164091	1595	1290	1247	2415	2544	2145	3580	4684	4789
ENSG00000164093	78	44	64	109	112	124	171	161	212
ENSG00000164096	138	126	124	247	302	253	304	422	391
ENSG00000164099	171	113	128	258	248	203	348	405	456
ENSG00000164100	4	2	1	11	13	5	14	19	21
ENSG00000164104	2582	2591	2091	4730	5214	5202	6007	8454	9304
ENSG00000164105	226	177	157	381	487	400	431	690	726
ENSG00000164106	0	1	0	1	0	3	2	2	0
ENSG00000164107	15	10	11	22	32	25	36	42	35
ENSG00000164109	3188	2892	2310	4512	4718	3342	4963	8956	7838
ENSG00000164111	1374	1125	1003	1974	2042	1966	2921	3855	3630
ENSG00000164112	8	13	11	14	19	20	42	34	48
ENSG00000164113	0	0	0	1	0	0	0	3	1
ENSG00000164114	508	362	359	807	954	726	927	1306	1333
ENSG00000164116	80	69	84	172	170	163	231	299	313
ENSG00000164117	134	102	112	251	257	214	260	445	435
ENSG00000164118	489	391	381	779	814	721	858	1284	1280
ENSG00000164120	53	59	44	80	114	95	120	154	229
ENSG00000164122	3	3	4	3	5	4	10	7	11
ENSG00000164123	0	0	0	0	0	0	0	1	1
ENSG00000164124	90	79	78	167	206	187	268	359	277
ENSG00000164125	4	6	5	7	9	13	20	22	24
ENSG00000164128	52	45	59	117	154	125	188	215	265
ENSG00000164129	24	24	21	57	63	51	53	81	91
ENSG00000164134	3090	2653	2717	4955	5268	4812	6043	9399	9206
ENSG00000164136	1	1	4	9	7	5	4	17	16
ENSG00000164142	66	37	51	101	85	90	150	181	168
ENSG00000164144	328	284	253	585	558	489	708	1046	1018
ENSG00000164151	1054	888	969	1886	2074	1737	2685	3528	3848
ENSG00000164161	30	39	22	40	45	42	44	67	61
ENSG00000164162	170	199	146	262	391	319	309	490	527
ENSG00000164163	1772	1439	1461	3173	3822	3076	3878	5462	5307
ENSG00000164164	762	693	858	1534	1608	1427	1856	2433	2775
ENSG00000164167	349	382	274	489	675	648	723	1139	1233
ENSG00000164168	190	156	169	316	480	403	402	543	590
ENSG00000164169	247	190	258	490	484	417	592	902	836
ENSG00000164171	108	89	110	231	232	192	292	363	357
ENSG00000164172	780	727	620	1428	1519	1276	1883	2778	2609
ENSG00000164175	0	0	0	0	0	1	0	1	2
ENSG00000164176	32	21	27	46	37	38	41	61	44
ENSG00000164180	420	265	329	770	677	640	852	1111	1093
ENSG00000164181	262	181	142	328	378	382	469	624	649
ENSG00000164182	266	264	180	514	630	457	396	850	1054
ENSG00000164185	0	0	4	4	0	2	4	4	2
ENSG00000164187	346	236	246	645	596	501	676	1069	911
ENSG00000164188	0	0	0	0	1	0	2	1	1
ENSG00000164190	1833	1598	1790	3423	3539	3005	4444	6415	6224
ENSG00000164197	18	11	13	19	20	15	29	55	57
ENSG00000164199	515	457	786	1299	1179	1070	1484	1937	2028
ENSG00000164209	1020	847	797	1785	1874	1621	2159	3330	2942
ENSG00000164211	219	172	145	304	332	296	372	509	580
ENSG00000164219	290	241	297	449	508	400	608	805	852
ENSG00000164220	1	0	0	1	0	2	5	3	3
ENSG00000164221	275	333	281	595	678	604	539	1068	1064
ENSG00000164236	8	1	1	1	2	3	4	2	11
ENSG00000164237	174	152	117	188	186	188	237	339	382
ENSG00000164241	120	96	96	252	225	209	258	346	382
ENSG00000164244	720	598	549	1135	1240	1036	1490	1985	1927
ENSG00000164251	63	30	25	91	73	60	104	119	135
ENSG00000164252	650	574	614	1193	1232	1049	1254	2077	2069
ENSG00000164253	448	315	356	727	696	591	959	1141	1197
ENSG00000164256	9	4	15	14	18	15	26	25	26
ENSG00000164258	243	306	280	533	484	472	515	757	796
ENSG00000164265	0	0	0	0	0	0	0	0	0
ENSG00000164266	0	0	0	0	0	1	1	0	0
ENSG00000164270	0	0	2	0	0	0	3	1	0
ENSG00000164283	0	0	2	2	1	0	1	2	4
ENSG00000164284	1028	888	752	1544	1659	1405	2054	2942	3202
ENSG00000164287	1	7	5	9	8	10	5	22	20
ENSG00000164291	100	115	89	210	206	202	247	330	371
ENSG00000164292	552	429	435	920	999	905	1219	1764	1746
ENSG00000164294	248	206	210	408	439	431	559	717	753
ENSG00000164296	52	41	38	108	114	90	145	190	196
ENSG00000164299	0	0	0	1	0	0	2	0	2
ENSG00000164300	18	15	29	41	31	28	88	72	88
ENSG00000164303	1	0	0	1	0	2	3	1	0
ENSG00000164304	3	3	8	18	18	14	6	20	21
ENSG00000164305	236	163	162	354	412	322	374	483	524
ENSG00000164306	138	114	106	222	245	202	285	369	392
ENSG00000164307	41	44	56	129	102	91	196	206	200
ENSG00000164308	50	76	52	125	135	103	155	239	232
ENSG00000164309	22	35	34	60	66	54	99	138	124
ENSG00000164318	6	7	5	12	19	8	23	15	28
ENSG00000164323	774	678	613	1497	1735	1303	1681	2507	2533
ENSG00000164325	0	0	0	0	0	1	1	1	0
ENSG00000164326	0	0	1	0	0	0	0	0	0
ENSG00000164327	716	552	611	1302	1259	1125	1419	2138	2016
ENSG00000164329	497	442	418	832	855	771	868	1360	1222
ENSG00000164330	8	5	12	14	10	11	13	25	16
ENSG00000164331	86	69	47	110	148	114	129	203	207
ENSG00000164332	374	360	325	656	845	736	732	1315	1343
ENSG00000164334	0	0	0	0	0	0	1	0	2
ENSG00000164338	527	533	579	1172	1193	1005	1325	2022	1905
ENSG00000164342	0	3	5	17	21	7	14	16	15
ENSG00000164344	0	3	0	3	2	3	1	3	3
ENSG00000164346	1704	2211	1801	3832	4644	3819	3597	6982	6344
ENSG00000164347	722	485	486	940	964	729	1201	1547	1605
ENSG00000164362	9	5	19	14	8	10	19	18	23
ENSG00000164363	0	0	0	0	0	0	0	0	0
ENSG00000164366	118	78	84	195	213	171	284	334	342
ENSG00000164379	4	0	0	6	4	3	7	5	15
ENSG00000164385	4	5	10	8	14	16	4	21	18
ENSG00000164393	1	0	0	2	0	2	3	3	0
ENSG00000164398	61	37	41	91	97	95	123	172	201
ENSG00000164399	0	0	0	0	0	0	1	0	0
ENSG00000164400	0	0	0	0	0	0	0	0	0
ENSG00000164402	731	538	513	1030	1005	960	1672	1977	2140
ENSG00000164403	17	17	28	41	32	38	78	59	73
ENSG00000164404	8	5	10	16	16	12	15	35	25
ENSG00000164405	1459	1177	925	2071	2580	1955	3009	3396	3708
ENSG00000164406	10	10	9	31	21	14	17	43	26
ENSG00000164411	10	16	22	22	27	20	38	49	64
ENSG00000164414	18	24	15	44	50	48	41	64	39
ENSG00000164418	0	6	1	5	8	3	6	9	20
ENSG00000164430	0	0	0	2	2	2	1	8	0
ENSG00000164434	1	0	0	0	1	0	0	3	0
ENSG00000164438	0	0	0	0	0	0	1	3	0
ENSG00000164440	6	9	8	17	15	26	26	37	42
ENSG00000164442	55	35	55	82	85	106	158	196	174
ENSG00000164451	0	0	0	0	0	0	2	0	0
ENSG00000164458	0	0	0	0	0	0	1	0	1
ENSG00000164463	260	227	219	493	390	373	501	735	710
ENSG00000164465	141	119	154	226	280	231	375	469	457
ENSG00000164466	1534	1069	1079	1980	2317	2278	2859	3724	3837
ENSG00000164483	1	0	1	6	0	2	5	4	1
ENSG00000164484	4	4	5	17	9	15	13	25	16
ENSG00000164485	0	0	0	1	0	0	2	0	1
ENSG00000164488	1	0	0	0	0	0	2	0	0
ENSG00000164494	128	111	103	183	194	192	332	452	471
ENSG00000164500	0	0	0	0	0	0	0	0	2
ENSG00000164506	168	153	192	317	325	283	486	615	674
ENSG00000164508	2	0	0	1	0	0	0	0	0
ENSG00000164509	0	1	0	1	0	0	1	1	4
ENSG00000164512	1	0	0	0	1	0	1	1	0
ENSG00000164520	0	0	0	1	0	2	1	4	2
ENSG00000164530	0	1	0	0	0	0	0	0	1
ENSG00000164532	12	10	17	43	31	27	47	46	51
ENSG00000164535	30	42	24	48	43	34	93	106	84
ENSG00000164542	173	184	140	315	295	247	428	585	610
ENSG00000164543	118	87	100	154	189	170	277	383	363
ENSG00000164548	1042	791	807	1789	1974	1839	2337	3074	3375
ENSG00000164556	1	1	1	0	0	2	1	3	1
ENSG00000164574	60	43	56	71	75	75	132	146	166
ENSG00000164576	210	172	184	332	335	314	516	593	627
ENSG00000164587	2110	1413	1216	3507	2899	2320	4831	5704	5321
ENSG00000164588	0	0	0	0	0	0	1	0	0
ENSG00000164591	0	0	0	0	1	3	3	4	1
ENSG00000164597	665	575	581	1206	997	957	1496	2142	2050
ENSG00000164600	0	0	0	2	0	0	0	1	1
ENSG00000164603	344	346	239	530	481	393	561	955	908
ENSG00000164604	8	12	5	25	26	30	37	43	39
ENSG00000164609	1012	942	819	1468	1506	1481	1910	2687	2909
ENSG00000164610	169	191	171	247	282	292	496	649	693
ENSG00000164611	557	415	447	739	857	737	1138	1239	1361
ENSG00000164615	402	335	247	570	583	477	662	856	967
ENSG00000164616	45	30	44	50	66	53	97	109	144
ENSG00000164619	2	1	2	2	4	2	13	3	5
ENSG00000164620	10	6	3	15	6	6	24	12	15
ENSG00000164621	1	1	2	4	1	5	1	8	5
ENSG00000164626	7	8	13	18	13	16	44	35	34
ENSG00000164627	30	24	32	58	54	66	75	84	143
ENSG00000164631	444	410	393	890	793	648	1040	1513	1488
ENSG00000164638	5	4	6	15	6	11	16	20	20
ENSG00000164645	0	1	0	0	0	0	2	2	0
ENSG00000164647	23	30	24	50	116	63	87	112	133
ENSG00000164649	435	284	339	656	694	652	994	1098	1264
ENSG00000164651	0	0	0	2	0	2	6	2	1
ENSG00000164654	379	272	322	646	656	645	829	1222	1209
ENSG00000164659	238	197	232	468	500	421	657	746	872
ENSG00000164663	182	186	208	440	416	361	539	706	831
ENSG00000164669	13	8	6	15	16	18	18	20	43
ENSG00000164674	6	9	3	3	8	9	9	14	11
ENSG00000164675	15	24	18	40	52	40	61	86	87
ENSG00000164683	143	134	97	193	183	151	248	300	293
ENSG00000164684	408	393	409	849	882	759	1164	1562	1767
ENSG00000164687	262	259	220	367	446	324	401	624	680
ENSG00000164690	0	0	0	1	2	1	0	2	4
ENSG00000164691	4	0	0	1	0	2	8	0	5
ENSG00000164692	16	22	67	81	55	54	107	97	111
ENSG00000164694	14	9	21	44	39	44	66	72	76
ENSG00000164695	24	38	30	62	47	70	117	113	102
ENSG00000164707	32	16	17	23	35	31	44	57	53
ENSG00000164708	0	0	1	0	0	0	0	0	0
ENSG00000164713	53	38	41	83	77	62	64	100	115
ENSG00000164715	360	229	228	562	571	530	784	931	1046
ENSG00000164729	0	0	0	0	0	0	0	2	0
ENSG00000164733	238	192	195	244	311	251	490	514	609
ENSG00000164736	0	0	0	0	0	0	0	0	1
ENSG00000164740	0	0	0	0	0	0	0	0	0
ENSG00000164741	113	124	106	276	270	249	370	418	406
ENSG00000164742	135	84	82	193	174	191	349	310	405
ENSG00000164743	22	23	23	57	74	41	63	95	91
ENSG00000164744	1	0	0	0	1	0	2	2	1
ENSG00000164746	4	6	2	1	6	3	2	7	12
ENSG00000164749	39	27	31	42	60	43	64	107	114
ENSG00000164751	245	175	172	353	374	319	395	564	610
ENSG00000164754	3047	2750	2434	4801	4950	4179	6088	8469	8614
ENSG00000164756	0	0	0	0	0	1	6	1	1
ENSG00000164758	121	98	68	150	125	101	124	200	190
ENSG00000164761	2	0	0	1	0	0	2	0	0
ENSG00000164764	0	0	0	0	0	0	1	1	0
ENSG00000164776	4	8	2	6	4	7	8	8	11
ENSG00000164778	50	51	56	86	119	132	148	163	226
ENSG00000164794	4	1	5	11	18	12	15	22	11
ENSG00000164796	0	2	0	5	7	4	5	7	10
ENSG00000164808	223	190	220	338	341	346	482	494	660
ENSG00000164815	333	275	290	699	664	594	895	1105	1028
ENSG00000164816	0	0	0	0	0	0	0	0	0
ENSG00000164818	130	99	93	210	190	190	383	422	379
ENSG00000164821	0	0	0	0	0	0	0	0	0
ENSG00000164822	2	0	0	0	0	0	1	0	0
ENSG00000164823	233	189	167	284	365	301	353	546	562
ENSG00000164825	0	0	0	0	0	0	0	0	0
ENSG00000164828	363	208	233	484	472	458	689	777	837
ENSG00000164830	624	567	464	965	950	759	1103	1751	1629
ENSG00000164841	7	4	9	16	9	8	19	31	24
ENSG00000164845	7	12	10	20	14	10	19	8	19
ENSG00000164849	2	0	0	8	2	2	2	4	7
ENSG00000164850	2	0	0	4	1	0	3	3	1
ENSG00000164853	7	4	2	1	3	9	8	5	13
ENSG00000164855	4	0	1	2	1	1	4	2	1
ENSG00000164867	4	3	1	6	3	4	7	11	8
ENSG00000164871	0	0	0	0	0	0	0	0	0
ENSG00000164877	8	2	3	2	4	2	3	10	6
ENSG00000164879	2	3	6	8	5	8	9	9	12
ENSG00000164880	108	82	81	119	122	142	263	247	322
ENSG00000164885	97	93	91	188	230	238	297	355	382
ENSG00000164889	194	120	148	235	217	203	402	424	494
ENSG00000164893	0	0	0	0	0	0	0	0	0
ENSG00000164896	37	19	16	53	40	58	79	64	80
ENSG00000164897	224	126	122	263	208	261	424	411	499
ENSG00000164898	8	3	12	15	10	16	16	19	20
ENSG00000164900	2	1	1	8	7	1	8	4	6
ENSG00000164902	486	400	388	812	876	784	984	1382	1485
ENSG00000164904	501	426	469	790	817	653	1098	1460	1469
ENSG00000164916	386	319	304	717	624	621	1312	1267	1604
ENSG00000164919	1082	1427	1225	2280	2357	1794	1956	3062	3114
ENSG00000164920	35	29	40	47	60	58	80	91	85
ENSG00000164924	5106	3986	3674	8568	9053	6163	8232	11705	12938
ENSG00000164929	13	11	15	12	26	9	33	35	43
ENSG00000164930	369	319	302	688	608	500	747	1061	1038
ENSG00000164932	0	0	0	2	0	0	1	1	0
ENSG00000164933	284	315	213	477	469	467	604	884	944
ENSG00000164934	618	605	635	1366	1291	984	1447	2361	2173
ENSG00000164935	0	0	0	0	0	0	1	0	2
ENSG00000164938	244	149	163	293	292	272	367	544	535
ENSG00000164941	1073	902	842	1638	1736	1457	1802	2787	2935
ENSG00000164944	1330	1172	1159	2279	2246	2039	2901	4149	4407
ENSG00000164946	2	1	5	6	5	8	5	11	7
ENSG00000164949	34	46	29	43	59	47	76	82	94
ENSG00000164951	292	237	202	573	528	417	611	855	863
ENSG00000164953	222	181	236	416	418	322	427	598	646
ENSG00000164961	652	547	597	1135	1075	1002	1622	1969	2052
ENSG00000164967	46	42	37	71	68	61	127	123	131
ENSG00000164970	91	45	56	139	113	96	208	213	244
ENSG00000164972	2	1	0	0	1	0	3	0	1
ENSG00000164975	394	318	329	590	576	503	805	1111	1033
ENSG00000164976	46	32	42	54	76	74	145	132	151
ENSG00000164978	79	54	60	144	103	92	205	212	225
ENSG00000164983	453	444	329	712	795	620	697	1164	1176
ENSG00000164985	1713	1591	1605	2936	3355	3093	3649	5486	5858
ENSG00000164989	110	90	113	206	258	229	255	392	389
ENSG00000165006	221	171	187	331	355	290	588	677	720
ENSG00000165023	5	2	1	0	5	0	2	2	3
ENSG00000165025	129	83	104	165	150	146	321	340	393
ENSG00000165028	6	9	15	29	21	24	23	41	31
ENSG00000165029	23	34	24	44	34	43	69	81	80
ENSG00000165030	205	168	152	267	282	237	336	501	518
ENSG00000165046	30	39	17	52	58	51	68	94	77
ENSG00000165055	209	159	178	345	381	325	469	600	597
ENSG00000165059	0	0	0	1	0	0	0	0	2
ENSG00000165060	113	121	110	213	281	257	346	415	484
ENSG00000165061	0	0	0	0	0	1	1	1	2
ENSG00000165066	0	0	0	0	0	1	0	0	1
ENSG00000165071	0	0	0	0	0	2	5	5	2
ENSG00000165072	0	1	1	1	4	2	1	5	6
ENSG00000165076	0	0	0	0	0	0	0	0	1
ENSG00000165078	0	0	0	1	0	1	1	0	0
ENSG00000165084	36	31	26	46	60	51	76	85	104
ENSG00000165091	2	1	0	1	2	2	8	3	6
ENSG00000165092	1	3	2	4	7	10	7	12	10
ENSG00000165097	327	266	302	390	481	470	622	941	988
ENSG00000165102	138	107	147	255	244	215	410	468	501
ENSG00000165105	562	405	399	895	800	720	1112	1560	1505
ENSG00000165113	148	127	101	303	296	220	275	468	454
ENSG00000165115	127	109	120	189	234	166	196	353	340
ENSG00000165118	385	332	331	591	732	635	796	1295	1296
ENSG00000165119	7166	5923	5442	10364	11092	10003	14257	19007	21087
ENSG00000165120	0	0	0	2	0	1	2	2	0
ENSG00000165121	116	115	109	165	198	159	155	308	305
ENSG00000165124	5	10	18	25	25	18	71	47	53
ENSG00000165125	2	0	0	1	0	1	7	1	4
ENSG00000165131	0	0	0	0	0	0	0	0	0
ENSG00000165138	187	137	135	307	268	265	532	552	612
ENSG00000165140	1	1	1	0	0	2	5	4	2
ENSG00000165152	86	94	91	189	204	201	307	317	353
ENSG00000165156	1023	871	871	1599	1857	1598	1999	3056	3274
ENSG00000165164	0	1	0	0	4	1	3	5	7
ENSG00000165168	9	9	11	18	21	40	56	54	71
ENSG00000165169	312	284	261	539	622	476	545	906	825
ENSG00000165171	3	0	0	3	3	0	2	1	4
ENSG00000165175	195	156	123	320	335	321	570	608	677
ENSG00000165178	0	0	0	0	0	0	0	1	0
ENSG00000165181	1	0	0	1	0	0	3	1	4
ENSG00000165182	1	3	1	3	2	0	4	5	5
ENSG00000165185	216	194	188	417	434	361	489	675	716
ENSG00000165186	0	0	0	3	0	0	3	6	4
ENSG00000165188	0	0	0	1	0	2	1	0	0
ENSG00000165192	0	2	2	0	3	1	6	1	2
ENSG00000165194	17	4	7	26	12	29	39	38	45
ENSG00000165195	318	209	227	464	502	350	560	723	811
ENSG00000165197	0	1	0	7	4	4	9	11	13
ENSG00000165202	0	0	0	0	0	0	1	1	0
ENSG00000165204	0	0	0	0	0	0	0	0	0
ENSG00000165209	1063	996	996	1668	1899	1807	2288	3309	3790
ENSG00000165215	0	0	0	0	0	0	2	0	0
ENSG00000165219	1261	1138	1210	2107	2048	1925	3243	3834	4128
ENSG00000165233	5	3	5	15	8	7	11	18	7
ENSG00000165238	150	108	131	163	187	199	353	414	502
ENSG00000165240	318	201	223	449	456	403	672	824	889
ENSG00000165244	358	293	228	513	659	474	580	870	924
ENSG00000165246	0	0	0	0	0	0	1	0	0
ENSG00000165259	90	80	103	215	173	191	238	322	371
ENSG00000165264	177	139	113	210	294	235	269	334	415
ENSG00000165269	1	0	0	3	0	0	2	0	2
ENSG00000165271	99	77	87	195	175	154	325	304	374
ENSG00000165272	19	12	11	22	17	19	30	38	50
ENSG00000165275	44	34	42	107	110	76	130	124	139
ENSG00000165280	1590	1131	1285	2077	1938	2064	3460	3983	4221
ENSG00000165282	40	43	42	99	86	93	173	172	160
ENSG00000165283	737	711	578	1008	1095	945	1240	1913	2267
ENSG00000165288	1065	873	923	1804	1888	1728	2323	3058	3156
ENSG00000165300	281	204	227	459	467	504	668	775	807
ENSG00000165304	919	863	860	1617	1758	1477	2104	2940	3175
ENSG00000165309	2	6	2	8	9	11	22	15	17
ENSG00000165312	106	90	73	226	131	118	174	231	199
ENSG00000165322	247	219	247	581	573	473	636	965	911
ENSG00000165323	132	94	119	186	171	138	259	261	304
ENSG00000165325	2	0	1	0	0	0	5	8	8
ENSG00000165338	274	239	206	482	566	495	558	809	920
ENSG00000165349	5	1	6	9	14	9	20	17	26
ENSG00000165355	186	128	100	232	250	259	358	410	436
ENSG00000165359	403	236	264	540	524	461	677	805	1029
ENSG00000165370	2	1	0	1	0	0	0	3	0
ENSG00000165376	0	2	0	1	0	1	2	1	1
ENSG00000165379	46	29	58	84	80	92	143	180	171
ENSG00000165383	0	0	0	0	0	0	0	1	0
ENSG00000165388	19	9	14	13	23	27	40	48	61
ENSG00000165389	259	211	190	367	410	307	373	543	554
ENSG00000165390	0	0	0	0	0	0	0	0	0
ENSG00000165392	505	468	473	954	908	871	1154	1694	1673
ENSG00000165406	144	99	112	264	228	200	410	403	565
ENSG00000165409	0	0	0	2	0	2	2	4	2
ENSG00000165410	876	632	585	1355	1564	1265	1765	2508	2188
ENSG00000165416	889	766	776	1767	1828	1687	2148	3047	3053
ENSG00000165417	1127	913	884	2088	2333	1915	2471	3627	3826
ENSG00000165424	53	35	36	56	60	50	120	123	139
ENSG00000165434	189	187	186	292	349	333	413	603	605
ENSG00000165443	3	3	3	7	5	10	6	9	14
ENSG00000165449	122	90	84	225	274	196	355	540	533
ENSG00000165457	0	0	0	1	0	1	0	2	0
ENSG00000165458	191	101	131	179	159	142	312	316	395
ENSG00000165462	0	0	0	1	1	0	1	0	0
ENSG00000165471	0	0	0	0	0	0	0	1	1
ENSG00000165474	30	14	17	30	52	35	50	90	84
ENSG00000165475	18	4	4	11	19	6	25	26	22
ENSG00000165476	291	261	240	584	677	541	669	865	1003
ENSG00000165478	0	0	0	0	0	1	2	2	0
ENSG00000165480	248	224	212	466	521	480	574	764	833
ENSG00000165487	640	490	411	834	1047	893	1080	1669	1644
ENSG00000165490	181	170	190	357	432	343	395	651	581
ENSG00000165494	780	712	882	1512	1970	1717	2192	3105	3218
ENSG00000165495	24	31	28	46	43	51	68	105	138
ENSG00000165496	0	0	0	0	0	1	0	0	3
ENSG00000165501	283	294	264	494	619	476	646	1131	966
ENSG00000165502	812	732	551	1106	1249	1206	1360	1791	2304
ENSG00000165506	256	229	211	461	520	452	455	775	745
ENSG00000165507	6	2	0	14	17	11	18	22	20
ENSG00000165509	0	0	2	0	0	0	3	1	3
ENSG00000165511	9	11	10	16	22	9	22	33	37
ENSG00000165512	256	254	238	510	587	417	621	858	872
ENSG00000165516	563	331	361	751	632	551	874	1224	1393
ENSG00000165521	472	329	383	895	798	758	1269	1662	1650
ENSG00000165525	1079	931	1045	1907	2012	1944	2529	3658	3874
ENSG00000165526	275	205	177	402	445	391	730	727	758
ENSG00000165527	139	71	93	231	222	179	313	340	407
ENSG00000165533	118	79	83	207	192	191	237	313	331
ENSG00000165548	7	4	10	14	17	12	29	23	29
ENSG00000165553	0	0	0	0	0	0	0	1	1
ENSG00000165555	7	11	8	16	13	14	13	13	19
ENSG00000165556	38	30	31	61	64	69	105	114	135
ENSG00000165566	2	5	5	11	5	6	8	16	9
ENSG00000165568	0	0	0	0	0	1	1	0	1
ENSG00000165572	299	267	281	515	654	505	769	1065	1079
ENSG00000165583	0	0	0	0	0	0	1	0	0
ENSG00000165584	0	0	0	1	0	0	0	0	0
ENSG00000165588	27	14	16	51	63	48	71	87	86
ENSG00000165591	2	3	0	2	4	4	6	3	8
ENSG00000165606	1	0	0	0	0	0	0	0	0
ENSG00000165609	542	461	487	946	1033	856	1344	1741	1750
ENSG00000165617	41	23	25	59	52	50	94	106	115
ENSG00000165621	0	6	3	10	15	13	10	20	21
ENSG00000165623	0	0	0	0	0	0	0	0	0
ENSG00000165626	182	140	135	250	268	261	382	472	559
ENSG00000165629	672	681	536	1218	1245	1006	1656	2118	2084
ENSG00000165630	122	100	86	203	186	143	234	328	388
ENSG00000165632	190	172	172	430	463	438	746	935	964
ENSG00000165633	34	15	22	43	35	31	78	93	81
ENSG00000165637	1225	927	823	1481	1496	1239	2265	2846	3244
ENSG00000165643	0	0	0	1	1	0	0	0	3
ENSG00000165644	15	8	4	5	7	7	18	12	15
ENSG00000165646	1	0	3	2	2	3	3	2	4
ENSG00000165650	1250	1059	1165	2358	2536	2046	3404	4251	4407
ENSG00000165655	427	489	340	505	754	850	792	1095	1355
ENSG00000165659	334	277	321	671	781	737	994	1161	1331
ENSG00000165660	541	471	453	1035	984	893	1331	1727	1840
ENSG00000165661	264	228	227	545	490	476	722	922	1099
ENSG00000165669	1154	1121	1035	2035	2310	2184	2581	3901	3826
ENSG00000165671	1797	1639	1989	3419	3458	3422	5526	6708	7242
ENSG00000165672	2239	2211	1861	3347	4329	3909	4138	5933	6249
ENSG00000165675	222	200	226	285	344	328	468	661	739
ENSG00000165678	1991	1643	1439	3162	3001	2660	4229	5382	5637
ENSG00000165682	1	0	0	0	0	0	2	1	0
ENSG00000165684	149	114	121	185	155	217	303	372	363
ENSG00000165685	0	0	0	1	0	0	3	1	6
ENSG00000165688	578	386	359	651	701	664	1171	1270	1511
ENSG00000165689	281	233	222	475	533	463	850	954	997
ENSG00000165694	1	0	0	0	0	3	6	0	2
